date,country,confirmed,deaths,recovered,active
2016-04-26,Mexico,31390,370,29721,1299
2012-12-05,Malaysia,318063,4217,299228,14618
2011-09-05,Saudi Arabia,1054552,2651,637187,414714
2005-04-12,Japan,238510,76,198501,39933
2004-03-12,Thailand,1178646,21109,777416,380121
2009-08-13,France,179851,680,90065,89106
2019-08-18,Pakistan,1079073,10219,960394,108460
2022-03-06,Saudi Arabia,1398229,13811,985673,398745
2020-04-08,Cambodia,1145749,29969,869274,246506
2001-03-19,Argentina,1334166,19831,767955,546380
2024-02-01,Spain,374609,1480,248193,124936
2000-12-07,Malaysia,113905,1369,64700,47836
2006-03-07,Pakistan,1630402,30291,879726,720385
2000-12-01,Argentina,1771254,15127,960217,795910
2003-07-06,UK,532827,1158,437344,94325
2017-06-11,Russia,22781,197,13080,9504
2016-06-04,Italy,1523179,34084,855994,633101
2017-04-06,South Africa,1801894,38302,1614545,149047
2013-01-25,Spain,1189123,8101,637487,543535
2003-12-02,Italy,697096,9685,571696,115715
2022-01-10,UK,1822824,33800,1159369,629655
2016-02-28,Bangladesh,1469518,14089,919040,536389
2004-07-17,Saudi Arabia,810668,13143,424767,372758
2000-04-04,Kenya,1828211,21556,1597190,209465
2020-08-08,Saudi Arabia,613693,13065,434373,166255
2008-02-16,Japan,1357736,11780,957067,388889
2023-11-22,Mexico,294405,4639,189695,100071
2001-04-06,Brazil,678668,2129,416994,259545
2016-03-09,Indonesia,644265,7141,574817,62307
2000-08-06,Thailand,654938,6429,403454,245055
2005-07-23,Egypt,701053,10890,527092,163071
2008-01-20,Spain,1732239,3663,1086191,642385
2023-06-16,Vietnam,1959003,28764,1193321,736918
2015-05-12,Argentina,374312,10199,325863,38250
2015-10-03,Egypt,687322,11202,455222,220898
2024-05-17,France,90314,2599,68596,19119
2018-08-13,Mexico,71510,2057,41913,27540
2004-07-25,Saudi Arabia,1051358,19100,914654,117604
2010-07-22,USA,1463445,21393,832301,609751
2017-02-23,Kenya,121856,260,99603,21993
2014-11-05,Saudi Arabia,737183,8172,623822,105189
2022-03-14,Bangladesh,1794306,20408,1495200,278698
2017-06-07,USA,500038,14021,293701,192316
2010-02-27,Bangladesh,1678632,23599,1425689,229344
2012-12-26,Canada,838488,7457,499971,331060
2008-07-27,France,492076,905,328211,162960
2023-06-04,France,1297402,2053,1196078,99271
2024-07-20,Philippines,1872249,44500,1056631,771118
2016-10-06,Spain,588636,5069,485974,97593
2012-09-05,Malaysia,69476,455,55223,13798
2011-01-14,Vietnam,531112,13221,276304,241587
2007-01-16,Germany,1664545,39824,1032429,592292
2003-01-12,Brazil,630739,3329,423785,203625
2009-11-24,Brazil,251813,5472,228546,17795
2001-10-06,Brazil,1634477,47058,1077416,510003
2023-07-03,Pakistan,1333923,8445,1060926,264552
2023-08-26,Malaysia,1972349,3952,1179476,788921
2008-07-09,Bangladesh,1345026,10867,783361,550798
2002-01-28,Russia,1648630,27751,1005605,615274
2019-10-23,Vietnam,256129,5341,195991,54797
2006-03-18,Cambodia,1335855,38828,1022170,274857
2001-03-06,Italy,477254,7497,398233,71524
2016-09-24,USA,1755213,31765,929737,793711
2005-10-09,Egypt,1283223,6919,908368,367936
2022-10-15,USA,974265,2114,597867,374284
2017-01-01,Malaysia,1348092,30063,774326,543703
2021-12-17,Brazil,1776225,49602,1408945,317678
2006-11-04,Philippines,871363,16372,468065,386926
2006-10-14,Indonesia,1554442,17274,1348689,188479
2002-04-02,South Korea,418218,6174,296495,115549
2007-08-29,USA,1638880,46088,1355917,236875
2017-10-01,Bangladesh,787728,12412,570293,205023
2020-03-05,Germany,1513142,6622,1306300,200220
2021-06-05,Saudi Arabia,4674,107,3916,651
2006-10-08,Pakistan,1352771,15517,1102661,234593
2011-11-14,USA,513895,10811,406308,96776
2017-09-21,Italy,1707332,24261,1590630,92441
2019-03-24,Kenya,1068057,25796,591170,451091
2012-06-15,Pakistan,1887557,8219,1749244,130094
2021-02-02,India,471353,13701,351034,106618
2000-03-26,Indonesia,1867292,22546,1308540,536206
2017-10-05,USA,802713,14491,485009,303213
2020-01-15,Mexico,1416342,40389,886785,489168
2016-10-14,Malaysia,300077,7025,203000,90052
2008-12-16,Australia,1202391,15742,689195,497454
2024-04-17,Canada,1871956,4615,1751736,115605
2015-01-09,Brazil,856010,12559,611789,231662
2000-11-13,Indonesia,1818908,20736,1036964,761208
2008-12-14,Malaysia,1991256,57015,1779233,155008
2024-02-08,Canada,314045,4263,294106,15676
2004-08-29,Pakistan,804671,16593,464822,323256
2015-05-03,Saudi Arabia,1038965,23727,984403,30835
2011-06-11,Indonesia,1112775,22880,784488,305407
2018-10-24,France,1880130,54372,978083,847675
2002-04-17,Egypt,679860,19440,440625,219795
2018-04-25,France,1721150,50992,1240876,429282
2019-09-30,Brazil,985350,4513,632983,347854
2005-12-15,Kenya,1457827,30455,841922,585450
2008-08-17,Kenya,829173,1015,507917,320241
2013-10-03,Argentina,633566,14053,458810,160703
2013-02-19,Pakistan,1515800,4064,991705,520031
2022-01-29,Bangladesh,1613062,11133,1084488,517441
2016-10-28,Brazil,19289,507,13057,5725
2002-08-29,Italy,1896547,18850,1339990,537707
2016-09-18,Saudi Arabia,1050179,15701,712058,322420
2023-10-14,USA,1970572,20544,1841092,108936
2016-09-17,Cambodia,1392786,30739,951143,410904
2024-08-04,India,1694434,16618,1175346,502470
2007-11-24,Bangladesh,1950458,45563,1212703,692192
2018-04-11,Bangladesh,1958716,56303,1420604,481809
2012-02-14,Canada,316419,1995,292505,21919
2006-10-31,USA,981156,5722,513089,462345
2010-01-25,Germany,1647593,7725,1414499,225369
2008-08-17,Bangladesh,1721685,14983,1340175,366527
2024-04-24,Vietnam,154103,3301,140909,9893
2002-11-17,India,440892,13177,280328,147387
2021-11-19,Italy,906749,17349,753797,135603
2009-10-05,Japan,750858,16362,439871,294625
2023-06-21,Germany,340993,6055,210991,123947
2002-01-14,Thailand,1673144,10945,1586415,75784
2014-11-22,Egypt,958357,12346,703196,242815
2015-06-26,Mexico,1316213,39096,903948,373169
2002-03-15,India,391195,2703,312644,75848
2000-04-13,South Africa,1400834,7402,766609,626823
2004-06-08,Italy,1147034,1827,871378,273829
2006-07-10,Spain,713563,3634,605030,104899
2015-09-17,India,1801685,25120,1653625,122940
2018-01-18,Egypt,226734,574,121750,104410
2017-02-09,Mexico,448284,5762,354725,87797
2018-09-16,Indonesia,784175,2873,656170,125132
2021-06-10,Argentina,127976,2549,76687,48740
2000-05-23,South Korea,385190,3256,297309,84625
2012-10-29,Pakistan,687712,7203,482794,197715
2019-02-22,Bangladesh,799215,23612,576460,199143
2009-12-27,Cambodia,268548,944,240983,26621
2015-09-15,Japan,68692,1512,42387,24793
2018-10-24,Russia,1817624,36514,956926,824184
2006-11-08,France,1553054,31795,1402163,119096
2014-07-31,Australia,8948,41,8080,827
2006-09-16,Mexico,1751435,24857,1275911,450667
2001-11-06,UK,1144059,21368,790401,332290
2015-03-28,Vietnam,1821740,16077,1083581,722082
2003-02-20,Malaysia,983973,26325,570455,387193
2017-11-21,India,1358737,18922,1157818,181997
2008-09-06,France,640499,10457,453124,176918
2002-01-10,Bangladesh,13619,152,9331,4136
2019-02-26,South Korea,1143113,19831,884265,239017
2017-03-28,Philippines,601853,15667,529861,56325
2010-09-07,Pakistan,75807,2270,70821,2716
2014-10-09,Pakistan,1581756,11829,1469287,100640
2006-10-14,South Africa,490710,7278,343583,139849
2011-09-29,Saudi Arabia,8425,208,7253,964
2016-11-05,Germany,1053430,6967,803646,242817
2017-08-07,Bangladesh,1133165,12337,699016,421812
2020-10-21,Malaysia,356343,1265,187586,167492
2002-04-29,Cambodia,899259,15212,615117,268930
2004-08-19,South Korea,574362,10867,299260,264235
2019-10-10,Italy,754082,5704,489005,259373
2011-04-01,Vietnam,191132,764,107830,82538
2004-09-10,Indonesia,436881,4860,320168,111853
2014-01-20,Saudi Arabia,714014,889,401635,311490
2005-01-29,Bangladesh,1842111,18808,1480550,342753
2022-07-16,Japan,598809,11488,516694,70627
2002-02-02,Australia,344612,2552,295140,46920
2017-10-04,Brazil,360302,7979,233010,119313
2004-05-10,Japan,158521,1971,134645,21905
2015-05-17,UK,651688,14394,576252,61042
2001-03-11,Bangladesh,1731732,46917,1181795,503020
2017-12-05,Australia,1098349,28078,1012210,58061
2017-01-16,Turkey,58330,529,31271,26530
2022-07-12,South Korea,798800,17936,685158,95706
2012-12-05,UK,463877,6190,369634,88053
2024-06-30,China,1156830,12778,819426,324626
2018-02-10,Bangladesh,1045625,25769,891917,127939
2023-06-14,Malaysia,1391769,1839,1315207,74723
2004-03-29,Cambodia,731749,1596,674558,55595
2020-02-01,Bangladesh,1711803,4040,1279283,428480
2018-07-21,USA,1101853,25173,1017821,58859
2004-09-24,Philippines,761799,6710,698920,56169
2024-03-06,Turkey,172080,585,129778,41717
2011-03-30,France,552082,1349,495943,54790
2019-12-25,Germany,1838669,38216,1619658,180795
2007-05-03,Vietnam,1655346,34291,909069,711986
2015-12-02,Mexico,1348180,11459,1118463,218258
2003-04-01,Canada,1350910,5894,820184,524832
2009-04-09,Egypt,1262,18,722,522
2009-02-15,Japan,1479122,43135,1278434,157553
2014-01-07,Malaysia,760546,3926,482476,274144
2018-08-02,Japan,1394509,32613,1191618,170278
2012-06-24,South Africa,1445365,14333,1353822,77210
2001-12-29,Spain,1107503,629,718617,388257
2018-08-28,France,1126845,28706,953459,144680
2001-04-04,UK,221444,2601,139444,79399
2018-08-04,China,1363669,34337,996038,333294
2003-05-27,Vietnam,744452,15710,501273,227469
2002-03-04,Bangladesh,1700365,18983,1569863,111519
2001-03-06,Canada,1210612,11934,908006,290672
2014-01-09,Indonesia,1194821,24541,754743,415537
2001-12-26,Bangladesh,1618693,4948,1030640,583105
2009-08-22,South Africa,1957353,37346,1272449,647558
2022-02-01,France,228779,4381,214024,10374
2014-07-30,Canada,53334,715,32201,20418
2008-05-03,USA,940473,26033,761334,153106
2019-07-24,Brazil,1729015,18539,1567816,142660
2016-10-24,Spain,1191247,8628,1059312,123307
2018-09-19,Brazil,506690,6611,269483,230596
2012-11-07,Egypt,27025,501,19323,7201
2022-07-20,Canada,226243,1743,127442,97058
2007-05-02,South Africa,816857,4978,500198,311681
2007-11-15,Argentina,1938308,38773,1310183,589352
2003-09-16,Japan,1387201,23476,1196373,167352
2005-10-15,UK,332816,6915,307777,18124
2008-03-03,France,1408721,3221,966642,438858
2013-01-25,Malaysia,1312113,25735,856306,430072
2022-12-08,Canada,202188,1159,169504,31525
2013-08-07,Canada,1976260,57454,1730034,188772
2016-09-14,South Korea,221512,4414,123844,93254
2011-01-04,Russia,1957500,23566,1092910,841024
2002-06-18,Australia,1936062,50220,1640727,245115
2000-06-29,Japan,597114,3904,345681,247529
2011-06-02,Philippines,259523,3894,137105,118524
2022-10-06,Brazil,943792,825,491453,451514
2000-04-18,Malaysia,962160,3286,733508,225366
2001-03-28,Russia,284385,1004,163391,119990
2018-06-17,Mexico,463997,12466,293640,157891
2020-01-23,Russia,441098,9935,262155,169008
2013-11-01,Indonesia,1849944,42857,1653373,153714
2019-01-07,China,252667,2774,140173,109720
2014-10-03,Russia,988837,29524,889750,69563
2012-03-30,South Korea,1464906,35943,1025415,403548
2016-12-05,South Korea,1445004,19460,1158434,267110
2024-02-20,Turkey,1829848,31527,1372831,425490
2022-06-27,Vietnam,89554,2022,74617,12915
2000-05-11,Canada,1873767,26311,1353183,494273
2016-08-24,Mexico,649729,1704,342885,305140
2019-02-15,Saudi Arabia,917157,1421,846951,68785
2014-06-10,Turkey,992076,27228,582725,382123
2013-11-12,Cambodia,411051,5010,359610,46431
2001-08-06,Japan,1024192,9047,867160,147985
2016-08-12,Germany,1443283,3155,1321122,119006
2007-12-08,Cambodia,1290883,31455,771330,488098
2015-07-05,Philippines,1010060,16761,616972,376327
2013-03-30,Australia,1263151,23295,917216,322640
2018-02-05,Canada,1966951,26291,1511943,428717
2019-04-18,Vietnam,812988,23677,627803,161508
2019-07-09,Malaysia,240506,5322,192577,42607
2000-06-12,Brazil,785669,3741,699958,81970
2006-03-02,Brazil,1747153,4041,1380924,362188
2006-07-10,Indonesia,1138528,8537,1004741,125250
2014-12-11,Philippines,397352,4231,303147,89974
2001-12-02,France,1957083,20694,1640195,296194
2003-01-25,Bangladesh,257979,3700,234308,19971
2024-05-22,Vietnam,1194058,29955,741020,423083
2000-07-03,USA,1862305,5145,998896,858264
2013-11-08,Cambodia,1522208,17636,887492,617080
2008-08-16,Italy,86212,82,51528,34602
2015-12-18,Canada,1414819,584,1180653,233582
2007-05-25,Germany,1440688,20078,920136,500474
2011-05-12,Italy,961889,15886,601081,344922
2006-08-22,Australia,1558,24,1407,127
2014-05-24,France,1853292,47883,1585559,219850
2021-04-24,Saudi Arabia,551901,3464,462273,86164
2006-11-11,South Korea,675822,11999,503985,159838
2018-02-15,Egypt,676996,6900,348777,321319
2023-06-10,Vietnam,915982,12681,566010,337291
2008-11-08,Pakistan,67830,799,61213,5818
2020-03-02,Malaysia,1224699,6280,832820,385599
2021-06-02,Germany,1865733,7719,1701512,156502
2013-11-23,Italy,1096857,2374,750283,344200
2015-01-25,Turkey,1820992,36627,1237017,547348
2015-07-04,Indonesia,528588,4081,271550,252957
2024-01-07,Australia,1377937,26578,697169,654190
2023-06-27,Australia,1802078,15999,1191102,594977
2019-10-19,Turkey,8896,181,6156,2559
2001-09-01,Thailand,1440815,5318,1163176,272321
2002-07-20,Pakistan,947101,9194,660375,277532
2002-01-05,South Korea,1363142,27712,752143,583287
2018-12-28,Malaysia,638190,17754,389365,231071
2005-03-04,Italy,1448891,41556,872418,534917
2009-11-28,France,1566929,24376,982178,560375
2015-12-15,Philippines,1423100,38701,1250279,134120
2013-04-24,Indonesia,1302010,16302,1051420,234288
2004-04-28,Malaysia,384207,2679,256019,125509
2004-09-29,Bangladesh,556135,12748,448263,95124
2009-10-13,Turkey,1034330,7501,727380,299449
2013-03-23,South Korea,621657,4906,513977,102774
2021-02-05,Japan,319318,693,293608,25017
2000-12-25,Kenya,631330,9173,525452,96705
2008-08-10,Saudi Arabia,1170602,10890,988424,171288
2001-03-16,Saudi Arabia,557011,16451,467812,72748
2007-12-12,Russia,426717,4276,357842,64599
2000-06-28,Italy,1358782,21579,963137,374066
2009-03-25,Brazil,372778,7702,240497,124579
2004-10-22,USA,1275368,34140,1092392,148836
2018-07-18,Philippines,557418,3142,519535,34741
2016-05-05,South Africa,385539,9581,280388,95570
2024-08-15,Thailand,1357903,3552,710432,643919
2005-09-11,Japan,705507,10395,506080,189032
2017-06-12,Russia,639753,10382,331176,298195
2010-06-11,Japan,1673191,485,873980,798726
2015-04-16,Saudi Arabia,104458,2669,67158,34631
2007-11-16,Mexico,1669113,10425,1277377,381311
2010-10-15,Argentina,408766,5637,230989,172140
2011-10-20,Vietnam,1723967,37463,1007113,679391
2017-06-04,Turkey,38725,34,34984,3707
2023-01-20,UK,80990,908,73417,6665
2024-05-31,Vietnam,592870,11904,546986,33980
2020-12-27,Turkey,136187,500,128567,7120
2002-04-01,USA,1765081,47703,1156532,560846
2021-06-15,Cambodia,1422437,11719,922139,488579
2001-08-05,Argentina,174651,29,131731,42891
2021-04-09,Russia,1212537,1721,703395,507421
2015-01-15,South Africa,1621953,3163,1421541,197249
2010-10-08,Mexico,806254,15378,470559,320317
2009-01-06,Saudi Arabia,10336,250,8142,1944
2016-09-18,Indonesia,912445,11543,509808,391094
2000-10-06,Japan,1487190,14588,1411659,60943
2017-09-13,Pakistan,1741028,51860,1377551,311617
2009-03-15,USA,1521627,18280,941407,561940
2010-02-17,Pakistan,182946,3180,101053,78713
2012-01-02,Vietnam,571645,4064,303951,263630
2021-04-03,Canada,1987194,43098,1434800,509296
2005-05-09,Indonesia,239412,687,199095,39630
2023-04-18,South Africa,1945295,55484,1021522,868289
2000-11-09,UK,365351,4218,199726,161407
2019-03-09,Italy,54875,380,35663,18832
2016-09-18,Italy,602000,8285,455301,138414
2004-08-10,UK,966262,27113,594406,344743
2022-02-25,Russia,411502,1720,263671,146111
2005-08-31,Japan,1703280,37183,1477570,188527
2008-11-21,Indonesia,1618702,35995,1188599,394108
2016-10-11,Malaysia,638050,16329,466777,154944
2006-04-19,Philippines,770500,4944,659743,105813
2012-05-22,Bangladesh,706643,5978,409363,291302
2002-09-01,Saudi Arabia,30981,505,28521,1955
2002-07-19,Japan,1824658,12278,1053815,758565
2010-05-30,South Africa,1127742,18521,940924,168297
2014-08-22,Brazil,1689105,18358,1422870,247877
2011-11-09,Bangladesh,48190,1216,28097,18877
2018-05-31,Kenya,1713095,13911,1437383,261801
2002-11-22,France,301804,9046,166112,126646
2020-07-14,Thailand,1427913,39051,1142952,245910
2020-10-24,Mexico,1875572,10573,1436990,428009
2018-12-02,Saudi Arabia,1236032,7354,782590,446088
2023-11-25,India,799682,19153,615977,164552
2004-06-08,Italy,722367,10143,372804,339420
2022-02-04,Saudi Arabia,1241300,10308,1047475,183517
2006-08-29,France,1257254,34638,698652,523964
2022-01-03,Russia,623133,13560,437464,172109
2004-01-08,Egypt,569745,3452,421082,145211
2008-02-03,China,212702,4861,133458,74383
2009-07-24,Germany,1919779,35167,1375322,509290
2001-03-17,Canada,818155,12881,510776,294498
2024-08-04,Italy,1261137,15928,862843,382366
2011-07-18,South Korea,1290750,18764,860205,411781
2016-10-10,South Africa,1743169,516,913811,828842
2005-06-20,Vietnam,470348,12022,441467,16859
2012-12-09,Germany,1058248,13886,683075,361287
2019-06-07,India,197296,1303,110203,85790
2022-11-17,Thailand,150893,268,80991,69634
2010-04-05,South Korea,54587,863,49648,4076
2013-03-07,Cambodia,783718,5795,491681,286242
2009-10-13,Pakistan,1204299,21927,773450,408922
2004-05-08,UK,209820,826,153552,55442
2022-06-04,Turkey,225582,4211,151313,70058
2006-03-14,France,729553,4245,485052,240256
2021-09-02,China,546526,7627,485485,53414
2013-11-26,Russia,798716,22168,576887,199661
2001-11-12,USA,331372,5375,289928,36069
2003-07-28,South Africa,144486,2348,94005,48133
2017-05-27,UK,750930,4771,431618,314541
2006-07-20,Indonesia,1920991,52137,1540026,328828
2024-08-04,France,48217,423,34560,13234
2004-01-27,Spain,1890150,4661,1069846,815643
2019-03-08,India,1916608,44502,1461416,410690
2009-02-13,Turkey,216590,5156,129685,81749
2022-03-01,Indonesia,1888428,34276,1042345,811807
2022-02-04,India,417940,2528,327623,87789
2002-07-06,Saudi Arabia,1996217,26486,1732608,237123
2005-08-14,Malaysia,730012,11395,501415,217202
2000-12-22,USA,1695396,16266,1208473,470657
2013-09-09,South Korea,1572485,46053,913460,612972
2010-10-09,Pakistan,470318,8253,442539,19526
2002-04-12,Malaysia,1683316,21081,919364,742871
2002-03-02,Cambodia,1342932,34232,740994,567706
2010-10-12,Spain,1402588,20748,821188,560652
2009-12-23,Italy,1760964,19110,1326428,415426
2003-02-07,Italy,172677,4219,150901,17557
2001-11-04,Germany,1387442,24207,752138,611097
2008-05-18,Turkey,1013179,19151,545901,448127
2005-12-27,Cambodia,52858,1240,48176,3442
2020-01-29,South Africa,1435542,8322,1085353,341867
2006-06-25,Brazil,805592,6870,558603,240119
2024-03-22,Spain,357379,235,317608,39536
2019-12-28,Vietnam,1217680,35865,897756,284059
2004-06-10,UK,1473300,18517,1301231,153552
2021-02-04,South Africa,309982,5144,181464,123374
2010-09-08,Turkey,270357,2596,173688,94073
2011-03-08,Germany,42033,1169,25357,15507
2014-01-04,Japan,1287215,619,874890,411706
2015-08-20,Philippines,1193819,25836,1042342,125641
2004-12-16,Japan,1535285,29792,971340,534153
2023-05-02,USA,982478,22321,511067,449090
2007-03-08,Thailand,1523767,33794,874162,615811
2014-02-24,Japan,744379,12630,535978,195771
2023-11-13,India,608666,11036,532631,64999
2017-02-16,Canada,1305627,12491,1238812,54324
2000-11-16,Mexico,1757792,3466,1533141,221185
2001-08-09,China,863120,16031,572484,274605
2011-02-28,Saudi Arabia,599904,2057,488253,109594
2019-06-09,Russia,1375301,19544,990802,364955
